Date,Open,High,Low,Close,Adj Close,Volume
2010-02-23,20.150000,20.150000,20.150000,20.150000,20.106525,100
2010-02-24,20.000000,20.000000,20.000000,20.000000,19.956848,200
2010-02-25,20.000000,20.000000,20.000000,20.000000,19.956848,0
2010-02-26,20.250000,20.250000,20.250000,20.250000,20.206308,100
2010-03-01,20.250000,20.250000,20.250000,20.250000,20.206308,0
2010-03-02,20.299999,20.750000,20.299999,20.750000,20.705231,1900
2010-03-03,20.750000,20.750000,20.750000,20.750000,20.705231,0
2010-03-04,21.250000,21.250000,21.250000,21.250000,21.204151,500
2010-03-05,21.250000,21.250000,21.250000,21.250000,21.204151,0
2010-03-08,21.200001,21.350000,21.200001,21.350000,21.303936,500
2010-03-09,21.350000,21.350000,21.350000,21.350000,21.303936,100
2010-03-10,20.799999,20.799999,20.650000,20.650000,20.605446,3000
2010-03-11,20.750000,20.750000,20.350000,20.350000,20.306093,1200
2010-03-12,20.500000,20.500000,20.250000,20.250000,20.206308,500
2010-03-15,20.250000,20.250000,20.250000,20.250000,20.206308,1000
2010-03-16,20.500000,20.549999,20.500000,20.549999,20.505661,1300
2010-03-17,20.549999,20.549999,20.549999,20.549999,20.505661,0
2010-03-18,20.600000,20.600000,20.600000,20.600000,20.555555,300
2010-03-19,20.600000,20.600000,20.600000,20.600000,20.555555,0
2010-03-22,20.600000,20.600000,20.600000,20.600000,20.555555,0
2010-03-23,20.600000,20.600000,20.600000,20.600000,20.555555,0
2010-03-24,20.450001,20.450001,20.450001,20.450001,20.405878,100
2010-03-25,20.450001,20.450001,20.450001,20.450001,20.405878,0
2010-03-26,20.650000,20.650000,20.650000,20.650000,20.605446,100
2010-03-29,20.650000,20.650000,20.650000,20.650000,20.605446,0
2010-03-30,20.650000,20.650000,20.650000,20.650000,20.605446,0
2010-03-31,20.650000,20.650000,20.650000,20.650000,20.605446,0
2010-04-01,20.650000,20.650000,20.650000,20.650000,20.605446,0
2010-04-05,20.650000,20.650000,20.650000,20.650000,20.605446,0
2010-04-06,20.650000,20.650000,20.650000,20.650000,20.605446,0
2010-04-07,20.650000,20.650000,20.650000,20.650000,20.605446,0
2010-04-08,20.950001,20.950001,20.950001,20.950001,20.904800,100
2010-04-09,20.950001,20.950001,20.950001,20.950001,20.904800,0
2010-04-12,20.950001,20.950001,20.950001,20.950001,20.904800,0
2010-04-13,20.950001,20.950001,20.950001,20.950001,20.904800,1400
2010-04-14,20.950001,20.950001,20.950001,20.950001,20.904800,200
2010-04-15,20.950001,20.950001,20.950001,20.950001,20.904800,0
2010-04-16,20.950001,20.950001,20.950001,20.950001,20.904800,0
2010-04-19,20.950001,20.950001,20.950001,20.950001,20.904800,0
2010-04-20,20.950001,20.950001,20.950001,20.950001,20.904800,0
2010-04-21,20.950001,20.950001,20.950001,20.950001,20.904800,0
2010-04-22,20.950001,20.950001,20.950001,20.950001,20.904800,0
2010-04-23,20.950001,20.950001,20.950001,20.950001,20.904800,0
2010-04-26,20.950001,20.950001,20.950001,20.950001,20.904800,0
2010-04-27,20.950001,20.950001,20.950001,20.950001,20.904800,0
2010-04-28,20.950001,20.950001,20.950001,20.950001,20.904800,0
2010-04-29,21.000000,21.000000,21.000000,21.000000,20.954691,500
2010-04-30,21.000000,21.000000,21.000000,21.000000,20.954691,0
2010-05-03,21.000000,21.000000,21.000000,21.000000,20.954691,0
2010-05-04,21.000000,21.000000,21.000000,21.000000,20.954691,0
2010-05-05,20.400000,20.400000,20.400000,20.400000,20.355986,100
2010-05-06,20.400000,20.400000,20.400000,20.400000,20.355986,0
2010-05-07,20.400000,20.400000,20.400000,20.400000,20.355986,0
2010-05-10,20.400000,20.400000,20.400000,20.400000,20.355986,0
2010-05-11,20.150000,20.150000,20.150000,20.150000,20.106525,300
2010-05-12,20.150000,20.150000,20.150000,20.150000,20.106525,0
